alpha,success_probability,number_modes,time_in_seconds,distance_to_homodyne_probability,bit_error_rate
0.05,0.5464762449264526,1,10.157601118087769,0.006648407649423649,0.45352375507354736
0.05,0.5085092186927795,3,29409.695161104202,0.3511957786311323,0.16383026043574014
