alpha,success_probability,number_modes,time_in_seconds,distance_to_helstrom_probability,bit_error_rate,squeezing,number_ancillas,helstrom_probability,homodyne_probability,best_success_probability,best_helstrom_probability,best_homodyne_probability,best_codebook,best_measurements,best_optimized_parameters
0.7499999999999999,0.9558320641517639,2,3.67691707611084,-0.003909720852693255,0.022083967924118042,False,0,0.9597417850044572,0.9020207991674017,0.9868382215499878,0.9465668819342241,0.8708487996036616,"[[0, 0], [1, 1]]","[[0, 0], [1, 1]]","[-0.17229547, -0.21184072, -0.20535909, -0.070784725, -0.15741608, -0.21665771, -0.19882736, -0.22681928, -0.7678985, -0.7694727]"
0.7499999999999999,0.9558320641517639,2,3.7095530033111572,-0.003909720852693255,0.022083967924118042,False,0,0.9597417850044572,0.9020207991674017,0.9868382215499878,0.9465668819342241,0.8708487996036616,"[[0, 0], [1, 1]]","[[0, 0], [1, 1]]","[-0.1722954660654068, -0.21184071898460388, -0.20535908639431, -0.07078472524881363, -0.15741607546806335, -0.21665771305561066, -0.1988273561000824, -0.22681927680969238, -0.7678984999656677, -0.7694727182388306]"
0.7499999999999999,0.9766420125961304,2,27.72951316833496,0.0169002275916732,0.011678993701934814,False,0,0.9597417850044572,0.9020207991674017,0.9973514080047607,0.9465668819342241,0.8708487996036616,"[[0, 0], [1, 1]]","[[0, 0], [1, 1]]","[-0.11401492357254028, -1.0937002897262573, -0.25133025646209717, 0.24914398789405823, -0.1534484624862671, -1.0937283039093018, 0.011609161272644997, -0.5294621586799622, -0.9562451839447021, -0.9296503067016602]"
0.7499999999999999,0.9793483316898346,2,34.48812794685364,0.019606546685377424,0.010325834155082703,True,0,0.9597417850044572,0.9020207991674017,0.9981691837310791,0.9465668819342241,0.8708487996036616,"[[0, 0], [1, 1]]","[[0, 0], [1, 1]]","[-0.1461615413427353, -0.7920088171958923, -0.12490228563547134, 0.2002648115158081, -0.11034639924764633, -0.14901158213615417, -0.45436322689056396, 0.19462892413139343, 0.1568049043416977, -0.9305182099342346, 0.09788404405117035, -0.21603500843048096, -1.064400553703308, -0.9888615608215332]"
0.7499999999999999,0.9628388434648514,3,120.65419101715088,0.03549908612182162,0.012387052178382874,False,0,0.9273397573430298,0.8272145713312626,0.9934045076370239,0.9209307158126316,0.8126698285737962,"[[0, 0, 0], [0, 1, 1], [1, 0, 1], [1, 1, 0]]","[[0, 0, 0], [0, 1, 1], [1, 0, 1], [1, 1, 0]]","[-0.006492014974355698, -0.013302728533744812, -0.008883285336196423, 1.3136131763458252, 1.7106748819351196, 1.678437352180481, 0.07214438915252686, -0.07809117436408997, -0.019099131226539612, -4.5886088628321886e-05, 0.005643601529300213, 0.016110602766275406, 1.8162038326263428, 1.0281518697738647, 1.7894343137741089, -0.07597418129444122, 0.06965147703886032, 0.016345441341400146, -0.8751198053359985, -0.8836382627487183, -0.880814790725708]"
0.7499999999999999,0.9589014649391174,3,147.2718324661255,0.031561707596087674,0.013699511686960856,True,0,0.9273397573430298,0.8272145713312626,0.9946902394294739,0.9209307158126316,0.8126698285737962,"[[0, 0, 0], [0, 1, 1], [1, 0, 1], [1, 1, 0]]","[[0, 0, 0], [0, 1, 1], [1, 0, 1], [1, 1, 0]]","[0.042468614876270294, -0.013293436728417873, -0.006281665060669184, 1.5385229587554932, 1.3405401706695557, 1.3607696294784546, 0.48952338099479675, 0.16730721294879913, -0.2355583906173706, 0.1225675493478775, 0.0898423120379448, 0.13531894981861115, -2.4562089443206787, -2.360832452774048, 2.6376562118530273, -0.04733886569738388, 0.008447282016277313, 0.013382021337747574, 1.1374397277832031, 0.6759790778160095, 1.3628747463226318, -0.46363046765327454, -0.20148593187332153, 0.23703128099441528, -0.953974187374115, -0.9306368827819824, -0.9720091819763184]"
0.7499999999999999,0.9360365942120552,4,594.2521891593933,0.036930000507631955,0.0159908514469862,False,0,0.8991065937044233,0.7651641563714704,0.9868725538253784,0.8959888619746793,0.7583776317711383,"[[0, 0, 0, 0], [0, 0, 1, 1], [0, 1, 0, 1], [0, 1, 1, 0], [1, 0, 0, 1], [1, 0, 1, 0], [1, 1, 0, 0], [1, 1, 1, 1]]","[[0, 0, 0, 0], [0, 0, 1, 1], [0, 1, 0, 1], [0, 1, 1, 0], [1, 0, 0, 1], [1, 0, 1, 0], [1, 1, 0, 0], [1, 1, 1, 1]]","[-0.04443545639514923, 0.0031648201402276754, 0.32225990295410156, 0.03691434860229492, 0.09302999824285507, 0.30014026165008545, 0.6428446769714355, -0.03427591174840927, 0.9379355907440186, -0.14604918658733368, 0.13706457614898682, -1.1465539932250977, -0.017458638176321983, 0.3948310315608978, 0.9034650325775146, -0.8308311104774475, 0.07991202920675278, 0.02230854518711567, -0.2828461825847626, -0.08066806942224503, 0.07108533382415771, -0.24067313969135284, 0.5688478946685791, 1.6688824892044067, -0.3480653464794159, 0.17311730980873108, 1.4089537858963013, 1.5386252403259277, 0.005598621908575296, -0.3632778227329254, 2.220803737640381, 0.840108335018158, -0.8681244850158691, -0.882796585559845, 0.895498514175415, -0.8799704909324646]"
0.7499999999999999,0.9414676874876022,4,694.5131628513336,0.04236109378317898,0.014633078128099442,True,0,0.8991065937044233,0.7651641563714704,0.9895248413085938,0.8959888619746793,0.7583776317711383,"[[0, 0, 0, 0], [0, 0, 1, 1], [0, 1, 0, 1], [0, 1, 1, 0], [1, 0, 0, 1], [1, 0, 1, 0], [1, 1, 0, 0], [1, 1, 1, 1]]","[[0, 0, 0, 0], [0, 0, 1, 1], [0, 1, 0, 1], [0, 1, 1, 0], [1, 0, 0, 1], [1, 0, 1, 0], [1, 1, 0, 0], [1, 1, 1, 1]]","[0.030357258394360542, -0.07122264057397842, -0.014256807044148445, -0.025120189413428307, 0.020589176565408707, -1.680670538917184e-05, 2.033748149871826, -0.12336967885494232, 0.47342076897621155, 0.9934718012809753, -0.0852670669555664, -0.10217606276273727, 0.49209949374198914, -0.8865386843681335, 0.4390494227409363, -0.7648013234138489, 0.10111203789710999, 0.12561480700969696, -0.11602465808391571, -0.12147928029298782, -1.6356216669082642, 1.3286561965942383, 1.105206847190857, -1.4997437000274658, 0.06208351254463196, -0.025586476549506187, 0.07024387270212173, -0.06646990031003952, -0.021640699356794357, -0.07852265238761902, -0.07093651592731476, 1.8285762071609497, -0.4875136613845825, 0.32965341210365295, 1.9406882524490356, -0.6243124604225159, -0.5245154500007629, 0.8867124319076538, -0.4577805995941162, 0.7565215229988098, -0.9282484650611877, -0.9548315405845642, -0.9477022290229797, -0.9588323831558228]"
0.7499999999999999,0.9076623842120171,5,2795.891973733902,0.03442322145339749,0.018467523157596588,False,0,0.8732391627586196,0.710879112630325,0.9783895611763,0.8717225161442157,0.7077125446876039,"[[0, 0, 0, 0, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 1, 0, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 1, 0, 0], [1, 0, 1, 1, 1], [1, 1, 0, 0, 0], [1, 1, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]","[[0, 0, 0, 0, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 1, 0, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 1, 0, 0], [1, 0, 1, 1, 1], [1, 1, 0, 0, 0], [1, 1, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]","[-0.01171925850212574, -0.26034125685691833, 0.43583038449287415, -0.11049257963895798, -0.01891127973794937, -0.10998382419347763, 0.7237194776535034, -0.19501371681690216, 0.03058912605047226, 0.08136195689439774, 3.2944304943084717, 0.24303659796714783, 0.8011000752449036, 1.6907978057861328, 1.5284281969070435, 0.4173840284347534, 0.859771192073822, 2.036113977432251, 0.566968560218811, 0.35291191935539246, 0.06317761540412903, -0.4456653892993927, 0.735781192779541, 0.20064625144004822, -0.283380389213562, -0.0224074088037014, -0.03372456505894661, 0.8590042591094971, 0.14250494539737701, -0.008526548743247986, 0.007740756496787071, 0.8971089124679565, 0.16394956409931183, 0.02550457790493965, -0.34058958292007446, -0.08515480905771255, -0.205672487616539, 0.8615545034408569, 1.502941370010376, -0.09803256392478943, 0.5686017274856567, 0.10909921675920486, 1.3425921201705933, 0.2488853931427002, 1.2845903635025024, -0.05611400678753853, -1.1057746410369873, 0.8024104237556458, -0.19662846624851227, 0.2922067642211914, -0.8794698119163513, 0.8833147287368774, 0.868920624256134, -0.8861983418464661, -0.8819339275360107]"
