alpha,success_probability,number_modes,time_in_seconds,distance_to_helstrom_probability,bit_error_rate,squeezing,number_ancillas,helstrom_probability,homodyne_probability,best_success_probability,best_helstrom_probability,best_homodyne_probability,best_codebook,best_measurements
0.8312499999999999,0.985645979642868,2,27.379908084869385,0.009544431787891439,0.007177010178565979,False,0,0.9761015478549766,0.9288525002803272,0.9993891716003418,0.9682209207125736,0.90591128223816,"[[0, 0], [1, 1]]","[[0, 0], [1, 1]]"
0.8312499999999999,0.985645979642868,2,26.782074213027954,0.009544431787891439,0.007177010178565979,False,0,0.9761015478549766,0.9288525002803272,0.9993891716003418,0.9682209207125736,0.90591128223816,"[[0, 0], [1, 1]]","[[0, 0], [1, 1]]"
0.8312499999999999,0.9867377579212189,2,33.5035560131073,0.010636210066242269,0.006631121039390564,True,0,0.9761015478549766,0.9288525002803272,0.9989787340164185,0.9682209207125736,0.90591128223816,"[[0, 0], [1, 1]]","[[0, 0], [1, 1]]"
0.8312499999999999,0.9711135625839233,3,120.94787740707397,0.014524236825237402,0.009628812472025553,False,0,0.9565893257586859,0.8731583214033577,0.9974141716957092,0.9527121274407234,0.862240667791757,"[[0, 0, 0], [0, 1, 1], [1, 0, 1], [1, 1, 0]]","[[0, 0, 0], [0, 1, 1], [1, 0, 1], [1, 1, 0]]"
0.8312499999999999,0.973797932267189,3,145.4874906539917,0.017208606508503088,0.008734022577603659,True,0,0.9565893257586859,0.8731583214033577,0.9977781772613525,0.9527121274407234,0.862240667791757,"[[0, 0, 0], [0, 1, 1], [1, 0, 1], [1, 1, 0]]","[[0, 0, 0], [0, 1, 1], [1, 0, 1], [1, 1, 0]]"
0.8312499999999999,0.9598517566919327,4,604.6383714675903,0.020492458369526623,0.01003706082701683,False,0,0.9393592983224061,0.8258709283495583,0.9946955442428589,0.9374517513055037,0.8206752512863872,"[[0, 0, 0, 0], [0, 0, 1, 1], [0, 1, 0, 1], [0, 1, 1, 0], [1, 0, 0, 1], [1, 0, 1, 0], [1, 1, 0, 0], [1, 1, 1, 1]]","[[0, 0, 0, 0], [0, 0, 1, 1], [0, 1, 0, 1], [0, 1, 1, 0], [1, 0, 0, 1], [1, 0, 1, 0], [1, 1, 0, 0], [1, 1, 1, 1]]"
0.8312499999999999,0.940887562930584,5,2788.3609969615936,0.01751325359459155,0.011822487413883209,False,0,0.9233743093359924,0.783586155352697,0.9913882613182068,0.922435813204692,0.7811135489571179,"[[0, 0, 0, 0, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 1, 0, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 1, 0, 0], [1, 0, 1, 1, 1], [1, 1, 0, 0, 0], [1, 1, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]","[[0, 0, 0, 0, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 1, 0, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 1, 0, 0], [1, 0, 1, 1, 1], [1, 1, 0, 0, 0], [1, 1, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]"
0.8312499999999999,0.9466825313866138,5,3167.2949352264404,0.02330822205062144,0.01066349372267723,True,0,0.9233743093359924,0.783586155352697,0.9928494691848755,0.922435813204692,0.7811135489571179,"[[0, 0, 0, 0, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 1, 0, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 1, 0, 0], [1, 0, 1, 1, 1], [1, 1, 0, 0, 0], [1, 1, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]","[[0, 0, 0, 0, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 1, 0, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 1, 0, 0], [1, 0, 1, 1, 1], [1, 1, 0, 0, 0], [1, 1, 0, 1, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 0]]"
0.8312499999999999,0.9606886878609657,4,689.8105118274689,0.021329389538559673,0.009827828034758568,True,0,0.9393592983224061,0.8258709283495583,0.9950695037841797,0.9374517513055037,0.8206752512863872,"[[0, 0, 0, 0], [0, 0, 1, 1], [0, 1, 0, 1], [0, 1, 1, 0], [1, 0, 0, 1], [1, 0, 1, 0], [1, 1, 0, 0], [1, 1, 1, 1]]","[[0, 0, 0, 0], [0, 0, 1, 1], [0, 1, 0, 1], [0, 1, 1, 0], [1, 0, 0, 1], [1, 0, 1, 0], [1, 1, 0, 0], [1, 1, 1, 1]]"
0.8312499999999999,0.985645979642868,2,27.22191572189331,0.009544431787891439,0.007177010178565979,False,0,0.9761015478549766,0.9288525002803272,0.9993891716003418,0.9682209207125736,0.90591128223816,"[[0, 0], [1, 1]]","[[0, 0], [1, 1]]"
