alpha,success_probability,number_modes,time_in_seconds,distance_to_homodyne_probability,bit_error_rate,squeezing,number_ancillas
0.5874999999999999,0.8188332319259644,2,1210.747794866562,0.04442858182124576,0.09058338403701782,False,1
0.5874999999999999,0.8406909704208374,2,1148.2334387302399,0.06628632031611881,0.0796545147895813,True,1
0.5874999999999999,0.7404077053070068,3,13611.923694610596,0.05892956715956377,0.08653076489766438,False,1
0.5874999999999999,0.8406909704208374,2,1513.062024116516,0.06628632031611881,0.0796545147895813,True,1
0.5874999999999999,0.904997706413269,1,36.107255935668945,0.0249950643122816,0.09500229358673096,False,0
0.5874999999999999,0.9173716306686401,1,42.14037322998047,0.037368988567652694,0.08262836933135986,True,0
0.5874999999999999,0.8190209269523621,2,719.1028697490692,0.044616276847643466,0.09048953652381897,False,0
0.5874999999999999,0.8190208673477173,2,463.9686589241028,0.04461621724299869,0.09048956632614136,False,0
0.5874999999999999,0.8415694832801819,2,1020.0860369205475,0.06716483317546329,0.07921525835990906,True,0
0.5874999999999999,0.7412121295928955,3,11161.037412166595,0.05973399144545244,0.08626262346903484,False,0
0.5874999999999999,0.7446736097335815,3,1001.3996756076813,0.06319547158613847,0.08510879675547282,True,0
0.5874999999999999,0.6749749779701233,4,5042.006694793701,0.07527241586631161,0.08125625550746918,True,0
