alpha,success_probability,number_modes,time_in_seconds,distance_to_homodyne_probability,bit_error_rate,squeezing,number_ancillas
1.075,0.9574202299118042,1,11.425194025039673,-0.026802162697105336,0.0425797700881958,False,1
1.075,0.9952689409255981,1,40.2408230304718,0.01104654831668861,0.0047310590744018555,True,1
1.075,0.9952031373977661,1,38.521997928619385,0.010980744788856578,0.004796862602233887,False,1
1.075,0.9952926635742188,1,30.7870352268219,0.011070270965309215,0.00470733642578125,False
1.075,0.9956722259521484,1,35.912452936172485,0.011449833343238902,0.0043277740478515625,True
1.075,0.9906070828437805,2,686.3286504745483,0.02191336473097405,0.004696458578109741,False
1.075,0.990607500076294,2,489.3215334415436,0.021913781963487478,0.004696249961853027,False
1.075,0.991337776184082,2,1027.0374164581299,0.022644058071275563,0.004331111907958984,True
1.075,0.9859440922737122,3,18501.273001909256,0.0325340433275052,0.00468530257542928,False
1.075,0.9870702624320984,3,20247.592658281326,0.03366021348589143,0.00430991252263387,True
1.075,0.9827882051467896,4,376648.34432411194,0.04442068563557622,0.004302948713302612,True
1.075,0.9755035638809204,3,10406.634526729584,0.022093514934713454,0.008165478706359863,True,1
1.075,0.9424658417701721,4,229965.47105288506,0.0040983222589587864,0.01438353955745697,False,0
1.075,1.0,1,1.1461503505706787,0.015777607391090465,0.0,False,0
1.075,1.0,1,1.2244031429290771,0.015777607391090465,0.0,False,0
1.075,0.9994102716445923,1,0.9104170799255371,0.01518787903568275,0.0005897283554077148,False,0
1.075,0.999046266078949,1,0.9245047569274902,0.01482387347003944,0.0009537339210510254,False,0
1.075,0.9993714094161987,1,1.0274078845977783,0.015149016807289195,0.0006285905838012695,False,0
1.075,0.9993714094161987,1,0.9239864349365234,0.015149016807289195,0.0006285905838012695,False,0
1.075,0.9993714094161987,1,0.9816110134124756,0.015149016807289195,0.0006285905838012695,False,0
1.075,0.9993714094161987,1,0.9481666088104248,0.015149016807289195,0.0006285905838012695,False,0
1.075,0.9011573195457458,1,0.930457592010498,-0.08306507306316369,0.09884268045425415,False,0
1.075,0.9011577367782593,1,0.9105994701385498,-0.08306465583065026,0.09884226322174072,False,0
1.075,0.9993706941604614,1,0.9143092632293701,0.01514830155155189,0.0006293058395385742,False,0
1.075,0.9993706941604614,1,0.9058387279510498,0.01514830155155189,0.0006293058395385742,False,0
1.075,0.9993706941604614,1,0.9307982921600342,0.01514830155155189,0.0006293058395385742,False,0
1.075,0.9993720650672913,1,0.9056487083435059,0.015149672458381724,0.0006279349327087402,False,0
1.075,0.9755967259407043,1,1.5238256454467773,-0.00862566666820519,0.024403274059295654,False,0
1.075,0.9993706941604614,1,0.9164979457855225,0.01514830155155189,0.0006293058395385742,False,0
1.075,0.9996631145477295,1,1.304602861404419,0.015440721938819957,0.0003368854522705078,True,0
1.075,0.9397497177124023,1,0.6115963459014893,-0.04447267489650719,0.060250282287597656,False,0
1.075,0.45,1,0.09522891044616699,-0.5342223926089096,0.55,False,0
1.075,0.48800000000000004,1,6.785380601882935,-0.4962223926089095,0.512,False,0
1.075,1.0,1,1.0456700325012207,0.015777607391090465,0.0,False,0
1.075,0.9974999999999999,1,7.389131546020508,0.013277607391090407,0.0025000000000000577,False,0
1.075,1.0,1,2.853652000427246,0.015777607391090465,0.0,False,0
1.075,0.9854459762573242,1,0.18325543403625488,0.0012235836484146834,0.014554023742675781,False,0
1.075,0.9854459762573242,1,0.18598699569702148,0.0012235836484146834,0.014554023742675781,False,0
1.075,0.9854459762573242,1,0.17987322807312012,0.0012235836484146834,0.014554023742675781,False,0
1.075,[0.9856195],1,5.004825830459595,[0.00139707],[0.01438051],True,0
1.075,0.9854459762573242,1,1.4730536937713623,0.0012235836484146834,0.014554023742675781,False,0
1.075,0.9854459762573242,1,0.18223881721496582,0.0012235836484146834,0.014554023742675781,False,0
1.075,0.43246138095855713,1,0.018384695053100586,-0.5517610116503524,0.5675386190414429,False,0
1.075,0.9854459762573242,1,0.18096041679382324,0.0012235836484146834,0.014554023742675781,False,0
1.075,0.43246138095855713,1,0.019054889678955078,-0.5517610116503524,0.5675386190414429,False,0
1.075,0.9855026602745056,1,0.1678018569946289,0.0012802676655960799,0.014497339725494385,False,0
1.075,0.9855026602745056,1,0.16671085357666016,0.0012802676655960799,0.014497339725494385,False,0
1.075,0.9952927827835083,1,1.1595053672790527,0.011070390174598765,0.004707217216491699,False,0
1.075,0.9952330589294434,1,1.1819193363189697,0.011010666320533824,0.004766941070556641,False,0
1.075,0.9952927827835083,1,1.1286141872406006,0.011070390174598765,0.004707217216491699,False,0
1.075,0.9952927827835083,1,1.067185401916504,0.011070390174598765,0.004707217216491699,False,0
1.075,0.4324610233306885,1,0.02640223503112793,-0.5517613692782211,0.5675389766693115,False,0
1.075,0.9952247142791748,1,1.6545379161834717,0.01100232167026527,0.004775285720825195,False,0
1.075,0.9952791333198547,1,0.7208645343780518,0.011056740710945201,0.004720866680145264,False,0
1.075,0.9952788352966309,1,0.15564799308776855,0.011056442687721324,0.004721164703369141,False,0
1.075,0.9854958057403564,1,0.7062406539916992,0.00127341313144691,0.014504194259643555,False,0
1.075,0.9952788352966309,1,0.1580677032470703,0.011056442687721324,0.004721164703369141,False,0
1.075,0.9956504106521606,1,0.43271517753601074,0.01142801804325111,0.0043495893478393555,True,0
1.075,0.5,1,3.7286252975463867,-0.48422239260890954,0.5,False,0
1.075,0.49,1,11.365635871887207,-0.49422239260890954,0.51,False,0
1.075,0.995,1,5.057354211807251,0.01077760739109046,0.0050000000000000044,False,0
1.075,0.994,1,82.08977246284485,0.00977760739109046,0.006000000000000005,False,0
1.075,0.9955,1,238.58439111709595,0.011277607391090516,0.0044999999999999485,False,0
1.075,0.9924999999999999,1,74.69543552398682,0.008277607391090402,0.007500000000000062,False,0
1.075,0.9999998807907104,1,0.5671675205230713,0.015777488181800914,1.1920928955078125e-07,False,0
1.075,0.9452399611473083,1,0.1277620792388916,-0.038982431461601186,0.05476003885269165,False,0
1.075,0.9942963123321533,1,0.6812047958374023,0.010073919723243785,0.00570368766784668,False,0
1.075,0.9942963123321533,1,0.6421339511871338,0.010073919723243785,0.00570368766784668,False,0
1.075,0.9942963123321533,1,0.6394014358520508,0.010073919723243785,0.00570368766784668,False,0
