alpha,success_probability,number_modes,time_in_seconds,distance_to_homodyne_probability,bit_error_rate,squeezing,number_ancillas
0.7,0.9435496880162497,1,0.9454543590545654,0.024306347250020677,0.05645031198375028,False,0
0.7,0.4148080348968506,1,0.8674757480621338,-0.5044353058693785,0.5851919651031494,False,0
0.7,0.9739255070525377,1,0.9524657726287842,0.05468216628630862,0.026074492947462335,False,0
0.7,0.4148080348968506,1,0.8739118576049805,-0.5044353058693785,0.5851919651031494,False,0
0.7,0.4148080348968506,1,1.3004884719848633,-0.5044353058693785,0.5851919651031494,False,0
0.7,0.9999999997180731,1,0.9231560230255127,0.08075665895184403,2.819269262488433e-10,False,0
0.7,0.4148080348968506,1,0.8671643733978271,-0.5044353058693785,0.5851919651031494,False,0
0.7,0.9435496880162497,1,0.9309282302856445,0.024306347250020677,0.05645031198375028,False,0
0.7,0.4148080348968506,1,0.8826925754547119,-0.5044353058693785,0.5851919651031494,False,0
0.7,0.9999999997180731,1,0.916602611541748,0.08075665895184403,2.819269262488433e-10,False,0
0.7,0.4148080348968506,1,0.8717508316040039,-0.5044353058693785,0.5851919651031494,False,0
0.7,0.9739255070525377,1,0.9340267181396484,0.05468216628630862,0.026074492947462335,False,0
0.7,0.4148080348968506,1,0.8673543930053711,-0.5044353058693785,0.5851919651031494,False,0
0.7,0.4148080348968506,1,1.2976536750793457,-0.5044353058693785,0.5851919651031494,False,0
0.7,0.4148080348968506,1,1.286238431930542,-0.5044353058693785,0.5851919651031494,False,0
0.7,0.5,1,1.2767479419708252,-0.41924334076622904,0.5,False,0
0.7,0.5,1,1.281557559967041,-0.41924334076622904,0.5,False,0
0.7,0.07124078273773193,1,1.300506830215454,-0.8480025580284971,0.9287592172622681,False,0
0.7,0.07124078273773193,1,1.307347059249878,-0.8480025580284971,0.9287592172622681,False,0
0.7,0.9295511245727539,1,1.278409719467163,0.010307783806524862,0.0704488754272461,False,0
0.7,0.9419471025466919,1,2.238471031188965,0.02270376178046285,0.058052897453308105,False,0
0.7,0.9435498118400574,1,2.022719383239746,0.02430647107382833,0.05645018815994263,False,0
0.7,0.9435498118400574,1,2.0692696571350098,0.02430647107382833,0.05645018815994263,False,0
0.7,0.9435344338417053,1,2.2184038162231445,0.024291093075476278,0.05646556615829468,False,0
0.7,0.943549633026123,1,2.4422500133514404,0.024306292259894002,0.05645036697387695,False,0
0.7,0.4148080348968506,1,1.2963924407958984,-0.5044353058693785,0.5851919651031494,False,0
0.7,0.943549633026123,1,2.437091588973999,0.024306292259894002,0.05645036697387695,False,0
0.7,0.4148080348968506,1,1.307570219039917,-0.5044353058693785,0.5851919651031494,False,0
0.7,0.943549633026123,1,2.439509153366089,0.024306292259894002,0.05645036697387695,False,0
0.7,0.943549633026123,1,2.3829290866851807,0.024306292259894002,0.05645036697387695,False,0
0.7,0.943549633026123,1,2.4216325283050537,0.024306292259894002,0.05645036697387695,False,0
0.7,0.943549633026123,1,2.4634714126586914,0.024306292259894002,0.05645036697387695,False,0
0.7,0.9435498118400574,1,2.077179431915283,0.02430647107382833,0.05645018815994263,False,0
0.7,0.9435413479804993,1,1.3577141761779785,0.024298007214270223,0.05645865201950073,False,0
0.7,0.4148080348968506,1,1.2903239727020264,-0.5044353058693785,0.5851919651031494,False,0
0.7,0.9435441493988037,1,1.3540446758270264,0.024300808632574666,0.05645585060119629,False,0
0.7,0.9355026483535767,1,1.2932920455932617,0.016259307587347616,0.06449735164642334,False,0
0.7,0.4148080348968506,1,1.2986934185028076,-0.5044353058693785,0.5851919651031494,False,0
0.7,0.4148080348968506,1,1.2916488647460938,-0.5044353058693785,0.5851919651031494,False,0
0.7,0.943549633026123,1,2.2974536418914795,0.024306292259894002,0.05645036697387695,False,0
0.7,0.9355026483535767,1,1.3198964595794678,0.016259307587347616,0.06449735164642334,False,0
0.7,0.9355026483535767,1,1.316758632659912,0.016259307587347616,0.06449735164642334,False,0
0.7,0.9355026483535767,1,1.3155181407928467,0.016259307587347616,0.06449735164642334,False,0
0.7,0.9355026483535767,1,1.3241734504699707,0.016259307587347616,0.06449735164642334,False,0
0.7,0.943549633026123,1,2.2733073234558105,0.024306292259894002,0.05645036697387695,False,0
0.7,0.9355026483535767,1,1.3133442401885986,0.016259307587347616,0.06449735164642334,False,0
0.7,0.4148080348968506,1,1.2959604263305664,-0.5044353058693785,0.5851919651031494,False,0
0.7,0.9355026483535767,1,1.3168776035308838,0.016259307587347616,0.06449735164642334,False,0
0.7,0.9355026483535767,1,1.3139936923980713,0.016259307587347616,0.06449735164642334,False,0
0.7,0.4148080348968506,1,1.2985293865203857,-0.5044353058693785,0.5851919651031494,False,0
0.7,0.943549633026123,1,2.4954323768615723,0.024306292259894002,0.05645036697387695,False,0
0.7,0.8108628988265991,1,1.3199644088745117,-0.10838044193962992,0.18913710117340088,False,0
0.7,0.8108628988265991,1,1.3208563327789307,-0.10838044193962992,0.18913710117340088,False,0
0.7,0.4148080348968506,1,1.3029367923736572,-0.5044353058693785,0.5851919651031494,False,0
0.7,0.943549633026123,1,2.411693572998047,0.024306292259894002,0.05645036697387695,False,0
0.7,0.943547248840332,1,1.4265532493591309,0.024303908074102987,0.05645275115966797,False,0
0.7,0.9436309337615967,1,1.4186437129974365,0.024387592995367635,0.05636906623840332,False,0
0.7,0.9299999999999999,1,3.713887929916382,0.010756659233770893,0.07000000000000006,False,0
0.7,0.94,1,18.949023723602295,0.020756659233770902,0.06000000000000005,False,0
0.7,0.42999999999999994,1,11.348978757858276,-0.4892433407662291,0.5700000000000001,False,0
0.7,0.495,1,27.068612575531006,-0.42424334076622905,0.505,False,0
0.7,0.5,1,4.262212038040161,-0.41924334076622904,0.5,False,0
0.7,0.51,1,15.90392541885376,-0.40924334076622904,0.49,False,0
0.7,0.49,1,10.44109034538269,-0.42924334076622905,0.51,False,0
0.7,0.535,1,28.210917234420776,-0.384243340766229,0.46499999999999997,False,0
0.7,0.53,1,23.83076786994934,-0.389243340766229,0.47,False,0
0.7,0.52,1,8.107239484786987,-0.399243340766229,0.48,False,0
0.7,0.9999998807907104,1,2.555229425430298,0.0807565400244814,1.1920928955078125e-07,False,0
0.7,0.9999998807907104,1,2.626525402069092,0.0807565400244814,1.1920928955078125e-07,False,0
