alpha,success_probability,number_modes,time_in_seconds,distance_to_homodyne_probability,bit_error_rate,squeezing,number_ancillas
0.26249999999999996,0.5111910700798035,2,140.63673090934753,0.020899260303528955,0.24440446496009827,False,1
0.26249999999999996,0.5265589952468872,2,159.89499688148499,0.036267185470612695,0.2367205023765564,True,1
0.26249999999999996,0.36442238092422485,3,718.8086116313934,0.021115935046014,0.2118592063585917,False,1
0.26249999999999996,0.5265589952468872,2,181.38704252243042,0.036267185470612695,0.2367205023765564,True,1
0.26249999999999996,0.7151109576225281,1,19.52267050743103,0.014902553091223902,0.2848890423774719,False,0
0.26249999999999996,0.7264831066131592,1,26.067658185958862,0.026274702081855006,0.2735168933868408,True,0
0.26249999999999996,0.5113836526870728,2,129.26986169815063,0.021091842910798242,0.24430817365646362,False,0
0.26249999999999996,0.5113837718963623,2,84.49204468727112,0.021091962120087793,0.24430811405181885,False,0
0.26249999999999996,0.5273566246032715,2,159.5685257911682,0.03706481482699697,0.23632168769836426,True,0
0.26249999999999996,0.365749716758728,3,14474.01296377182,0.022443270880517174,0.21141676108042398,False,0
0.26249999999999996,0.5269156694412231,3,896.095579624176,0.1836092235630123,0.15769477685292563,True,0
0.26249999999999996,0.4512542486190796,4,6218.746233701706,0.21086818988538503,0.1371864378452301,True,0
