alpha,success_probability,number_modes,time_in_seconds,distance_to_homodyne_probability,bit_error_rate,squeezing,number_ancillas
0.9937499999999998,0.9577592611312866,1,11.602806806564331,-0.0188072309158952,0.04224073886871338,False,1
0.9937499999999998,0.970344066619873,1,12.712279558181763,-0.006222425427308775,0.029655933380126953,True,1
0.9937499999999998,0.9914830923080444,1,39.35228610038757,0.014916600260862611,0.008516907691955566,True,1
0.9937499999999998,0.990656316280365,1,38.56960129737854,0.014089824233183168,0.00934368371963501,False,1
0.9937499999999998,0.9910231828689575,1,30.621951580047607,0.014456690821775697,0.00897681713104248,False
0.9937499999999998,0.9919583201408386,1,35.70713186264038,0.0153918280936568,0.008041679859161377,True
0.9937499999999998,0.9821265935897827,2,685.3310408592224,0.028444480200444322,0.008936703205108643,False
0.9937499999999998,0.9821267127990723,2,488.00595808029175,0.028444599409733873,0.008936643600463867,False
0.9937499999999998,0.9839720726013184,2,1017.3816895484924,0.030289959211979967,0.00801396369934082,True
0.9937499999999998,0.9733096361160278,3,12644.159832000732,0.041975640115258894,0.008896787961324057,False
0.9937499999999998,0.9760662317276001,3,19823.653519630432,0.04473223572683116,0.007977922757466635,True
0.9937499999999998,0.9706639051437378,3,10180.23492360115,0.039329909142968855,0.009778698285420736,True,1
0.9937499999999998,0.9682093858718872,4,347191.3235654831,0.05869981247313227,0.007947653532028198,True,0
0.9937499999999998,0.964567244052887,4,179752.33790659904,0.05505767065413203,0.00885818898677826,False,0
0.9937499999999998,1.0,1,1.0778746604919434,0.023433507952818178,0.0,False,0
0.9937499999999998,1.0,1,1.0772407054901123,0.023433507952818178,0.0,False,0
0.9937499999999998,0.9999641180038452,1,0.9128799438476562,0.023397625956663393,3.5881996154785156e-05,False,0
0.9937499999999998,0.9994782209396362,1,0.9227943420410156,0.022911728892454408,0.0005217790603637695,False,0
0.9937499999999998,0.9998342990875244,1,0.9241974353790283,0.023267807040342592,0.00016570091247558594,False,0
0.9937499999999998,0.9998342990875244,1,0.9352986812591553,0.023267807040342592,0.00016570091247558594,False,0
0.9937499999999998,0.9998342990875244,1,0.9410009384155273,0.023267807040342592,0.00016570091247558594,False,0
0.9937499999999998,0.9998342990875244,1,0.9399793148040771,0.023267807040342592,0.00016570091247558594,False,0
0.9937499999999998,0.9314925670623779,1,0.8990414142608643,-0.04507392498480389,0.06850743293762207,False,0
0.9937499999999998,0.9314926266670227,1,0.8985731601715088,-0.04507386538015912,0.0685073733329773,False,0
0.9937499999999998,0.9998341202735901,1,0.9381270408630371,0.023267628226408266,0.0001658797264099121,False,0
0.9937499999999998,0.9998341202735901,1,0.8796141147613525,0.023267628226408266,0.0001658797264099121,False,0
0.9937499999999998,0.9998341202735901,1,0.9235076904296875,0.023267628226408266,0.0001658797264099121,False,0
0.9937499999999998,0.9997613430023193,1,0.8968150615692139,0.023194850955137514,0.00023865699768066406,False,0
0.9937499999999998,0.9863612651824951,1,1.566037893295288,0.009794773135313295,0.013638734817504883,False,0
0.9937499999999998,0.9998341202735901,1,0.938504695892334,0.023267628226408266,0.0001658797264099121,False,0
0.9937499999999998,0.9993913173675537,1,1.255124807357788,0.02282482532037189,0.0006086826324462891,True,0
0.9937499999999998,0.9443134665489197,1,0.6256413459777832,-0.032253025498262144,0.05568653345108032,False,0
0.9937499999999998,0.6,1,0.09077095985412598,-0.37656649204718184,0.4,False,0
0.9937499999999998,0.483,1,6.788766145706177,-0.49356649204718184,0.517,False,0
0.9937499999999998,1.0,1,1.0271713733673096,0.023433507952818178,0.0,False,0
0.9937499999999998,0.9924999999999999,1,7.461527109146118,0.015933507952818116,0.007500000000000062,False,0
0.9937499999999998,0.995,1,2.946124792098999,0.018433507952818173,0.0050000000000000044,False,0
0.9937499999999998,0.9867029190063477,1,0.8194897174835205,0.010136426959165834,0.013297080993652344,False,0
0.9937499999999998,0.9867029190063477,1,0.8495345115661621,0.010136426959165834,0.013297080993652344,False,0
0.9937499999999998,0.9867029190063477,1,0.8068363666534424,0.010136426959165834,0.013297080993652344,False,0
0.9937499999999998,0.98707515001297,1,3.726201295852661,0.010508657965788148,0.01292484998703003,True,0
0.9937499999999998,0.9867029190063477,1,0.7968800067901611,0.010136426959165834,0.013297080993652344,False,0
0.9937499999999998,0.47433769702911377,1,0.05501389503479004,-0.502228795018068,0.5256623029708862,False,0
0.9937499999999998,0.9867029190063477,1,0.7953598499298096,0.010136426959165834,0.013297080993652344,False,0
0.9937499999999998,0.42622047662734985,1,0.0196685791015625,-0.550346015419832,0.5737795233726501,False,0
0.9937499999999998,0.986703097820282,1,0.10993719100952148,0.01013660577310016,0.013296902179718018,False,0
0.9937499999999998,0.986703097820282,1,0.1107015609741211,0.01013660577310016,0.013296902179718018,False,0
0.9937499999999998,0.9910223484039307,1,0.13445067405700684,0.014455856356748842,0.008977651596069336,False,0
0.9937499999999998,0.9910104870796204,1,1.6266615390777588,0.014443995032438539,0.008989512920379639,False,0
0.9937499999999998,0.9910223484039307,1,0.13364267349243164,0.014455856356748842,0.008977651596069336,False,0
