alpha,success_probability,number_modes,time_in_seconds,distance_to_homodyne_probability,bit_error_rate,squeezing,number_ancillas
0.1,0.7654650807380676,4,47499.104665756226,0.6528767738226826,0.05863372981548309,False,0
0.1,0.5850643515586853,1,13.09135627746582,0.005804642119582315,0.4149356484413147,False,1
0.1,0.591475248336792,1,14.937793254852295,0.012215538897689004,0.408524751663208,True,1
0.1,0.5921050310134888,1,21.54256319999695,0.012845321574385782,0.40789496898651123,True,1
0.1,0.5850659012794495,1,18.644181966781616,0.005806191840346475,0.41493409872055054,False,1
0.1,0.8274454474449158,4,35289.04119706154,0.7148571405295308,0.04313863813877106,False,1
0.1,0.5330542922019958,3,17146.651899814606,0.3386884402693553,0.15564856926600137,True,0
0.1,0.8654842972755432,4,78574.13228392601,0.7528959903601582,0.0336289256811142,True,0
0.1,0.6122072339057922,3,173893.42227768898,0.4178413819731517,0.12926425536473593,False,0
0.1,0.6795729994773865,3,1605.9692516326904,0.4852071475447459,0.10680900017420451,True,1
0.1,0.8654842972755432,4,78574.13228392601,0.7528959903601582,0.0336289256811142,True,0
0.1,0.6122072339057922,3,173893.42227768898,0.4178413819731517,0.12926425536473593,False,0
0.1,0.8274454474449158,4,35289.04119706154,0.7148571405295308,0.04313863813877106,False,1
0.1,0.8738477826118469,4,37789.91817641258,0.7612594756964619,0.03153805434703827,True,1
0.1,0.5332177877426147,3,1505.3058903217316,0.3388519358099742,0.15559407075246176,True,0
0.1,0.7654650807380676,4,47499.104665756226,0.6528767738226826,0.05863372981548309,False,0
0.1,0.5922266244888306,1,4.135088205337524,0.012966915049727579,0.40777337551116943,True,0
0.1,0.5,1,46.29111051559448,-0.07925970943910299,0.5,False,0
0.1,0.5,1,1.2215189933776855,-0.07925970943910299,0.5,False,0
0.1,0.5,1,1.2065622806549072,-0.07925970943910299,0.5,False,0
0.1,0.44999999999999996,1,1.2134058475494385,-0.12925970943910303,0.55,False,0
0.1,0.47,1,48.99628520011902,-0.10925970943910301,0.53,False,0
0.1,1.0,1,2.300183057785034,0.420740290560897,0.0,False,0
0.1,1.0,1,2.336479902267456,0.420740290560897,0.0,False,0
0.1,0.6694050431251526,1,2.7316954135894775,0.0901453336860496,0.3305949568748474,False,0
0.1,0.6694050431251526,1,2.7197823524475098,0.0901453336860496,0.3305949568748474,False,0
0.1,0.6694050431251526,1,2.770294427871704,0.0901453336860496,0.3305949568748474,False,0
0.1,0.5000002980232239,1,1.8012378215789795,-0.07925941141587911,0.4999997019767761,False,0
0.1,0.5400002598762512,1,1.7940349578857422,-0.03925944956285177,0.4599997401237488,False,0
0.1,0.6761221885681152,1,2.7052252292633057,0.09686247912901225,0.32387781143188477,False,0
0.1,0.6743450164794922,1,2.762706756591797,0.0950853070403892,0.3256549835205078,False,0
0.1,0.6743450164794922,1,2.7409191131591797,0.0950853070403892,0.3256549835205078,False,0
0.1,0.6743450164794922,1,2.77114200592041,0.0950853070403892,0.3256549835205078,False,0
0.1,0.6743450164794922,1,2.720122814178467,0.0950853070403892,0.3256549835205078,False,0
