alpha,success_probability,number_modes,time_in_seconds,distance_to_homodyne_probability,bit_error_rate,squeezing
0.8312499999999999,0.8401008248329163,4,3431.9356830120087,0.019425573546529074,0.039974793791770935,False
0.8312499999999999,0.9568473100662231,1,11.493850469589233,0.005053591743728658,0.043152689933776855,False,1
0.8312499999999999,0.9598820209503174,1,12.4177987575531,0.008088302627822896,0.04011797904968262,True,1
0.8312499999999999,0.9760664701461792,1,38.89797878265381,0.024272751823684713,0.0239335298538208,True,1
0.8312499999999999,0.9725291132926941,1,37.837971448898315,0.020735394970199605,0.027470886707305908,False,1
0.8312499999999999,0.9267959594726562,3,9721.77448105812,0.06455529168089924,0.024401346842447918,True,1
0.8312499999999999,0.8401008248329163,4,3431.9356830120087,0.019425573546529074,0.039974793791770935,False,0
0.8312499999999999,1.0,1,1.164592981338501,0.048206281677505514,0.0,False,0
0.8312499999999999,1.0,1,1.0345675945281982,0.048206281677505514,0.0,False,0
0.8312499999999999,0.9999892711639404,1,0.9173033237457275,0.04819555284144594,1.0728836059570312e-05,False,0
0.8312499999999999,0.9990848302841187,1,0.9239537715911865,0.047291111961624166,0.0009151697158813477,False,0
0.8312499999999999,0.9996676445007324,1,0.9370129108428955,0.047873926178237936,0.0003323554992675781,False,0
0.8312499999999999,0.9996713399887085,1,0.9153344631195068,0.04787762166621401,0.0003286600112915039,False,0
0.8312499999999999,0.9996713399887085,1,0.9643206596374512,0.04787762166621401,0.0003286600112915039,False,0
0.8312499999999999,0.9996713399887085,1,0.9569573402404785,0.04787762166621401,0.0003286600112915039,False,0
0.8312499999999999,0.9470101594924927,1,0.9396164417266846,-0.004783558830001811,0.052989840507507324,False,0
0.8312499999999999,0.9470102787017822,1,0.9251806735992432,-0.00478343962071226,0.05298972129821777,False,0
0.8312499999999999,0.9996713399887085,1,0.8665561676025391,0.04787762166621401,0.0003286600112915039,False,0
0.8312499999999999,0.9996713399887085,1,0.9304811954498291,0.04787762166621401,0.0003286600112915039,False,0
0.8312499999999999,0.9996713399887085,1,0.9252984523773193,0.04787762166621401,0.0003286600112915039,False,0
0.8312499999999999,0.9997398853302002,1,0.9175410270690918,0.04794616700770571,0.0002601146697998047,False,0
0.8312499999999999,0.9871430397033691,1,1.5158019065856934,0.035349321380874654,0.01285696029663086,False,0
0.8312499999999999,0.9996713399887085,1,0.9297230243682861,0.04787762166621401,0.0003286600112915039,False,0
0.8312499999999999,0.9999439716339111,1,1.281754732131958,0.048150253311416646,5.602836608886719e-05,True,0
0.8312499999999999,0.9534235894680023,1,0.6307315826416016,0.001629871145507833,0.04657641053199768,False,0
0.8312499999999999,0.6,1,0.0921635627746582,-0.3517937183224945,0.4,False,0
0.8312499999999999,0.47,1,6.821584701538086,-0.4817937183224945,0.53,False,0
0.8312499999999999,1.0,1,1.0220098495483398,0.048206281677505514,0.0,False,0
0.8312499999999999,0.969,1,7.4251158237457275,0.017206281677505486,0.031000000000000028,False,0
0.8312499999999999,0.975,1,2.8580691814422607,0.02320628167750549,0.025000000000000022,False,0
0.8312499999999999,0.9721765518188477,1,0.07328677177429199,0.02038283349635317,0.027823448181152344,False,0
0.8312499999999999,0.9721765518188477,1,0.07671761512756348,0.02038283349635317,0.027823448181152344,False,0
0.8312499999999999,0.9721765518188477,1,0.07275938987731934,0.02038283349635317,0.027823448181152344,False,0
0.8312499999999999,0.9744377136230469,1,2.322503089904785,0.02264399530055239,0.025562286376953125,True,0
0.8312499999999999,0.9727957844734192,1,0.19397449493408203,0.021002066150924703,0.02720421552658081,False,0
0.8312499999999999,0.9765030145645142,1,3.934382915496826,0.024709296242019674,0.02349698543548584,True,0
0.8312499999999999,0.44999999999999996,1,8.620930433273315,-0.5017937183224945,0.55,False,0
0.8312499999999999,0.475,1,4.245237588882446,-0.4767937183224945,0.525,False,0
0.8312499999999999,0.98,1,5.021404504776001,0.028206281677505496,0.020000000000000018,False,0
0.8312499999999999,0.9695,1,105.40998554229736,0.017706281677505542,0.03049999999999997,False,0
0.8312499999999999,0.492,1,191.77922701835632,-0.4597937183224945,0.508,False,0
0.8312499999999999,0.969,1,97.38343787193298,0.017206281677505486,0.031000000000000028,False,0
0.8312499999999999,0.9999997019767761,1,0.5695035457611084,0.04820598365428164,2.980232238769531e-07,False,0
0.8312499999999999,0.9605270624160767,1,0.1266930103302002,0.008733344093582174,0.03947293758392334,False,0
0.8312499999999999,0.971829354763031,1,0.6454141139984131,0.02003563644053652,0.028170645236968994,False,0
0.8312499999999999,0.9722291231155396,1,0.7231335639953613,0.020435404793045064,0.02777087688446045,False,0
0.8312499999999999,0.971829354763031,1,0.6452410221099854,0.02003563644053652,0.028170645236968994,False,0
